code_commune,nom_commune,code_departement,latitude,longitude,commune_prix_m2,commune_volume,commune_prix_m2_maison,commune_volume_maison,commune_prix_m2_appart,commune_volume_appart,dept_prix_m2,dept_prix_m2_maison,dept_prix_m2_appart,commune_prix_m2_2020,commune_prix_m2_2024,evolution_5ans_pct,commune_prix_m2_2023,evolution_1an_pct,population_2023,evolution_pop_5_ans,evolution_pop_10_ans,revenu_median,taux_pauvrete,nb_equipements_total,equipements_par_1000_habitants,nb_equipements_dom_C,nb_equipements_dom_D,nb_equipements_dom_B,taux_cambriolages,taux_vols_total,taux_violences_total,distance_gare_km,gare_moins_5km,gare_moins_10km,score_immobilier,score_dynamisme,score_revenus,score_equipements,score_securite,score_transport,score_attractivite
34284,Saint-Pons-de-Thomières,34,43.488132,2.760628,1419.1006897585846,289,1361.2805886243386,147.0,2232.2669368847714,142.0,3209.8765432098767,2957.1428571428573,3409.090909090909,806.25,1672.2713414634145,107.4,1363.076923076923,22.7,1706.0,-0.0723219140837411,-0.1440040140491721,16920.0,,604.0,354.04454865181714,18.0,129.0,42.0,6.3154365,17.3027002,18.1711607,31.1,0.0,0.0,82.9,10.7,0.7,96.6,1.6,3.4,38.0
34285,Saint-Pons-de-Mauchiens,34,43.512489,3.514082,3043.4683560496096,82,2782.509835843169,66.0,3376.344086021505,16.0,3209.8765432098767,2957.1428571428573,3409.090909090909,1908.5777126099706,1803.27868852459,-5.5,3120.7142857142853,-42.2,667.0,0.0293209876543209,0.0075528700906344,21080.0,,120.0,179.91004497751126,3.0,3.0,12.0,5.111941,6.830681,5.3452033,18.4,0.0,0.0,16.0,67.1,20.6,74.3,29.3,15.2,37.1
34286,Saint-Privat,34,43.752765,3.426167,1975.736770818738,37,1873.7852283770649,34.0,3100.531084036238,3.0,3209.8765432098767,2957.1428571428573,3409.090909090909,1245.5555555555557,962.962962962963,-22.7,1557.7319587628865,-38.2,461.0,0.1439205955334987,0.0696055684454756,17930.0,,84.0,182.2125813449024,3.0,0.0,0.0,5.111941,5.6511197,4.33216,19.7,0.0,0.0,27.5,95.8,1.6,75.2,42.0,13.1,43.1
34287,Saint-Saturnin-de-Lucian,34,43.694326000000004,3.470701,2229.2531516717568,28,2185.9282939282944,24.0,3026.681677455671,4.0,3209.8765432098767,2957.1428571428573,3409.090909090909,2108.887307692308,1249.6810035842295,-40.7,2325.929054054054,-46.3,303.0,0.1180811808118081,-0.0225806451612903,20880.0,,56.0,184.8184818481848,3.0,0.0,0.0,5.111941,5.3962314,4.33216,23.5,0.0,0.0,20.4,93.7,18.1,76.1,43.5,8.1,44.0
34288,Saint-Sériès,34,43.731229,4.105492,3295.1574579035255,82,3179.467485919099,78.0,4329.217519322782,4.0,3209.8765432098767,2957.1428571428573,3409.090909090909,3199.834187518842,3591.3,12.2,3009.7087378640776,19.3,972.0,-0.0121951219512195,0.1355140186915887,27150.0,,108.0,111.1111111111111,3.0,6.0,3.0,5.111941,6.830681,1.0130433,5.5,0.0,1.0,24.2,39.1,92.9,32.0,55.3,66.7,49.4
34289,Saint-Thibéry,34,43.3965595,3.416999,2435.184088895905,313,2263.715450032009,268.0,5828.463203463204,45.0,3209.8765432098767,2957.1428571428573,3409.090909090909,2200.0,2398.0582524271845,9.0,2739.3076923076924,-12.5,3132.0,0.1430656934306569,0.3476764199655766,20600.0,18.0,604.0,192.8480204342273,6.0,99.0,39.0,7.2169808,9.313365,6.8537444,9.0,0.0,1.0,30.3,95.8,15.1,78.9,10.7,46.1,47.3
34290,Saint-Vincent-de-Barbeyrargues,34,43.704144,3.878428,4074.306572737207,39,3971.8886198547216,35.0,3519.5135777712912,4.0,3209.8765432098767,2957.1428571428573,3409.090909090909,4334.375,5204.081632653061,20.1,4395.562679066272,18.4,775.0,0.1199421965317919,0.1619190404797601,28520.0,,152.0,196.1290322580645,3.0,39.0,9.0,5.111941,6.830681,3.6552046,10.2,0.0,0.0,25.9,93.9,95.8,79.8,39.0,40.3,64.3
34291,Saint-Vincent-d'Olargues,34,43.560757,2.881489,2007.8262786596122,45,1944.642857142857,45.0,3409.090909090909,,3209.8765432098767,2957.1428571428573,3409.090909090909,1418.5044642857144,1848.5416666666665,30.3,1483.3333333333335,24.6,355.0,-0.011142061281337,0.109375,18730.0,,64.0,180.2816901408451,0.0,0.0,0.0,0.0,3.2824912,0.0,22.4,0.0,0.0,50.6,39.9,3.4,74.4,92.6,9.3,42.7
34292,Salasc,34,43.6204905,3.317248,2621.400369372068,38,2549.8719676549867,38.0,3409.090909090909,,3209.8765432098767,2957.1428571428573,3409.090909090909,1912.142857142857,2389.107142857143,24.9,3115.942028985507,-23.3,357.0,0.19,0.1590909090909091,21740.0,,64.0,179.27170868347338,3.0,6.0,0.0,5.111941,5.6511197,2.703042,13.5,0.0,0.0,35.7,98.0,30.0,74.0,52.2,27.5,53.6
34293,La Salvetat-sur-Agout,34,43.604494,2.685113,1581.7929080289239,311,1581.7144603644815,263.0,2089.9621212121215,48.0,3209.8765432098767,2957.1428571428573,3409.090909090909,1355.5555555555557,1500.0,10.7,1854.5833333333333,-19.1,1108.0,-0.0246478873239436,-0.004492362982929,20480.0,,448.0,404.33212996389886,3.0,75.0,51.0,5.111941,5.8965021,5.3452033,27.7,0.0,0.0,58.9,30.8,13.8,97.7,34.7,4.9,42.3
34294,Saturargues,34,43.721849,4.111806,3170.7753086419752,60,3146.0912565695176,54.0,3278.379615775929,6.0,3209.8765432098767,2957.1428571428573,3409.090909090909,2648.7804878048782,3097.0535714285716,16.9,3386.096256684492,-8.5,1022.0,0.0333670374115267,0.1181619256017505,24400.0,,152.0,148.72798434442268,3.0,21.0,3.0,5.111941,24.36062,5.3452033,4.8,1.0,1.0,27.4,69.5,76.3,58.8,3.1,71.7,52.3
34295,Saussan,34,43.569015,3.77546,3477.327133163102,138,3450.8971704623887,123.0,3403.143585386576,15.0,3209.8765432098767,2957.1428571428573,3409.090909090909,3352.1127450980393,3423.634308198262,2.1,3151.8987341772154,8.6,2069.0,0.2850931677018634,0.424931129476584,26260.0,,244.0,117.9313678105365,6.0,33.0,12.0,19.0682406,12.7911409,5.3452033,6.6,0.0,1.0,17.6,99.3,89.5,37.2,2.4,59.9,54.0
34296,Saussines,34,43.762165499999995,4.056794999999999,3284.273470637107,62,3314.9350649350654,57.0,3294.5230998509687,5.0,3209.8765432098767,2957.1428571428573,3409.090909090909,2224.431818181818,3409.090909090909,53.3,3019.3798449612405,12.9,1001.0,-0.0166994106090373,0.0405405405405405,25470.0,,184.0,183.8161838161838,3.0,9.0,9.0,5.111941,6.830681,4.33216,9.5,0.0,1.0,40.6,36.2,85.3,75.7,35.2,43.5,53.7
34297,Sauteyrargues,34,43.820633,3.921295,2041.514863737086,102,1895.785924989465,98.0,3433.242196400091,4.0,3209.8765432098767,2957.1428571428573,3409.090909090909,3875.059523809524,1944.4444444444443,-49.8,1842.6561533704391,5.5,441.0,0.0808823529411764,0.1221374045801526,25130.0,,84.0,190.47619047619045,3.0,6.0,9.0,5.111941,4.4620525,3.6552046,19.9,0.0,0.0,25.4,87.6,82.8,78.1,53.4,12.7,58.8
34298,Sauvian,34,43.291729000000004,3.2558439999999997,2806.0632498348764,410,2777.9394090099063,368.0,3228.3654167130303,42.0,3209.8765432098767,2957.1428571428573,3409.090909090909,2738.174139051332,3058.641975308642,11.7,2875.0,6.4,5608.0,0.0348772836316663,0.1791421362489487,22270.0,15.0,960.0,171.18402282453638,6.0,150.0,57.0,6.5297461,8.728215,4.8145506,6.0,0.0,1.0,27.1,70.2,38.3,70.6,17.2,63.6,47.1
34299,Sérignan,34,43.2756935,3.2752860000000004,3037.925243664717,935,2896.6062647059116,638.0,3467.6316330728096,297.0,3209.8765432098767,2957.1428571428573,3409.090909090909,2847.8145695364237,3019.583333333333,6.0,3303.0,-8.6,8588.0,0.2176378845881185,0.2174652679330876,21240.0,16.0,1660.0,193.29296693060084,15.0,267.0,195.0,5.5749129,25.0589985,10.8290638,8.4,0.0,1.0,22.1,98.6,22.8,79.1,1.7,49.2,46.8
34300,Servian,34,43.4269175,3.3008025,2322.5001271876267,545,2350.1462804970542,494.0,2423.2782369146003,51.0,3209.8765432098767,2957.1428571428573,3409.090909090909,2288.5714285714284,2327.49433106576,1.7,2576.923076923077,-9.7,5517.0,0.0762777994537651,0.2630494505494505,21670.0,17.0,952.0,172.55754939278594,12.0,159.0,69.0,4.3282632,8.911707300000002,7.900844599999999,7.3,0.0,1.0,28.2,86.5,29.0,71.2,14.2,55.6,47.8
34301,Sète,34,43.404593,3.690509,3430.878726176691,6713,4557.272588522588,921.0,3282.0830835317965,5792.0,3209.8765432098767,2957.1428571428573,3409.090909090909,3131.1197916666665,3615.3846153846152,15.5,3636.363636363637,-0.6,45337.0,0.0377924277800668,0.0241021007454257,19960.0,25.0,9124.0,201.24842843593527,144.0,1941.0,1179.0,4.0329486,21.2754669,11.0064627,1.0,1.0,1.0,25.4,71.8,9.3,81.3,2.6,93.8,44.4
34302,Siran,34,43.313909,2.661513,2126.028806584362,129,2101.106639839034,127.0,3207.5432680909353,2.0,3209.8765432098767,2957.1428571428573,3409.090909090909,1344.7802197802198,2399.6739130434785,78.4,1683.098591549296,42.6,754.0,0.0189189189189189,0.0848920863309352,19730.0,,124.0,164.45623342175068,3.0,15.0,9.0,5.111941,6.830681,5.3452033,15.3,0.0,0.0,55.1,60.9,7.7,67.6,29.3,22.2,42.8
34303,Sorbs,34,43.896513,3.401241,3029.62962962963,5,2840.0793650793653,5.0,3409.090909090909,,3209.8765432098767,2957.1428571428573,3409.090909090909,,2488.8888888888887,,,,40.0,0.1111111111111111,0.1111111111111111,,,16.0,400.0,0.0,0.0,3.0,0.0,3.2824912,4.33216,21.2,0.0,0.0,,92.8,50.0,97.7,80.5,10.9,
34304,Soubès,34,43.766664500000005,3.346685,2550.4873294346976,118,2477.8206248252723,97.0,2878.7878787878785,21.0,3209.8765432098767,2957.1428571428573,3409.090909090909,1931.0483870967741,2778.5714285714284,43.9,2771.186440677966,0.3,948.0,0.0293159609120521,0.0568561872909698,21290.0,,216.0,227.8481012658228,3.0,12.0,6.0,5.111941,7.1033626000000005,5.3452033,13.2,0.0,0.0,42.0,67.1,23.6,86.9,28.0,28.6,47.3
34305,Le Soulié,34,43.546905,2.688742,1905.140485312899,43,1806.2770562770563,39.0,3581.0068138934807,4.0,3209.8765432098767,2957.1428571428573,3409.090909090909,1918.4659090909092,1711.3881578947369,-10.8,1250.0,36.9,137.0,0.0620155038759689,0.1709401709401709,17580.0,,36.0,262.77372262773724,0.0,0.0,0.0,5.111941,4.7169408,2.703042,25.9,0.0,0.0,30.1,82.1,1.2,91.5,58.0,6.0,44.3
34306,Soumont,34,43.7299225,3.3488865,2800.38988988989,22,2697.9302874302875,22.0,3409.090909090909,,3209.8765432098767,2957.1428571428573,3409.090909090909,1707.6923076923076,7624.228571428572,346.5,4117.64705882353,85.2,246.0,0.3666666666666666,0.3015873015873015,18140.0,,40.0,162.60162601626016,0.0,3.0,3.0,5.111941,5.6511197,3.6552046,14.0,0.0,0.0,43.7,99.7,1.9,66.6,46.3,26.0,48.5
34307,Sussargues,34,43.7125205,4.00297,3780.7027428371766,197,3741.618124522536,161.0,3718.207087030616,36.0,3209.8765432098767,2957.1428571428573,3409.090909090909,3326.260207682226,4018.490603959401,20.8,4173.518863530508,-3.7,2840.0,0.0230547550432276,0.081081081081081,28460.0,,440.0,154.9295774647887,6.0,54.0,27.0,9.527509,6.0129785,5.3452033,6.4,0.0,1.0,26.9,63.5,95.7,62.5,15.3,61.1,55.6
34308,Taussac-la-Billière,34,43.619319,3.0778644999999996,2154.4582502794983,72,2170.918367346939,69.0,3117.099567099567,3.0,3209.8765432098767,2957.1428571428573,3409.090909090909,2025.7301232729376,2288.716477041853,13.0,2635.428571428572,-13.2,460.0,0.0199556541019955,0.0065645514223194,21340.0,,32.0,69.56521739130434,0.0,0.0,0.0,5.111941,4.2166701,5.3452033,5.9,0.0,1.0,38.5,61.6,24.3,7.7,44.5,64.2,38.8
34309,Teyran,34,43.682860500000004,3.924931,4062.130971551261,261,4043.776215470136,218.0,3847.17868338558,43.0,3209.8765432098767,2957.1428571428573,3409.090909090909,4010.0,4130.434782608696,3.0,4220.0,-2.1,4787.0,0.0440567066521265,0.0392965696917064,29970.0,5.0,764.0,159.59891372467098,6.0,150.0,51.0,5.111941,5.846079899999999,5.6590816,6.1,0.0,1.0,16.4,74.9,97.6,65.0,33.5,63.0,58.0
34310,Thézan-lès-Béziers,34,43.421398,3.169464,2383.4879645817146,310,2366.8741957896636,254.0,2884.1216640305292,56.0,3209.8765432098767,2957.1428571428573,3409.090909090909,1929.4117647058824,2298.9455555555555,19.2,2444.4444444444443,-6.0,3124.0,0.038563829787234,0.0965250965250965,22860.0,14.0,688.0,220.23047375160053,6.0,117.0,54.0,3.1165236,6.381690900000001,5.494477400000001,7.1,0.0,1.0,36.8,72.2,57.7,85.4,42.5,56.8,57.9
34311,Tourbes,34,43.446384,3.378638,2848.369540150362,205,2747.8493277404746,180.0,3357.085561497326,25.0,3209.8765432098767,2957.1428571428573,3409.090909090909,2241.574074074074,2873.333333333333,28.2,2986.6423357664235,-3.8,1936.0,0.1634615384615384,0.2579597141000649,23590.0,,448.0,231.40495867768595,12.0,96.0,24.0,4.7345703,7.1033626000000005,11.4840337,12.3,0.0,0.0,34.5,97.0,67.5,87.4,10.9,31.5,58.9
34312,La Tour-sur-Orb,34,43.6541225,3.156931,2156.3601694410645,160,2150.8070696185787,154.0,2574.372416144568,6.0,3209.8765432098767,2957.1428571428573,3409.090909090909,1791.4438502673797,1947.2008547008547,8.7,2181.880991137638,-10.8,1350.0,0.0538641686182669,0.0604870384917517,21430.0,,152.0,112.5925925925926,3.0,6.0,9.0,5.111941,5.8965021,5.3452033,2.9,1.0,1.0,36.0,79.1,25.6,33.1,34.7,84.4,46.8
34313,Tressan,34,43.574425,3.4901,2240.9041394335513,53,2126.6233766233768,51.0,3653.583573289455,2.0,3209.8765432098767,2957.1428571428573,3409.090909090909,1882.3529411764705,1587.090909090909,-15.7,1747.5728155339805,-9.2,683.0,0.0224550898203592,0.1498316498316498,21340.0,,80.0,117.13030746705712,3.0,9.0,3.0,5.111941,5.8965021,4.33216,24.1,0.0,0.0,20.2,63.2,24.3,36.6,40.6,7.6,32.9
34314,Le Triadou,34,43.738398,3.852365,3724.806976288458,39,3584.817927170869,36.0,3500.061633281972,3.0,3209.8765432098767,2957.1428571428573,3409.090909090909,4347.826086956522,3922.857142857143,-9.8,4597.701149425287,-14.7,737.0,0.420038535645472,0.8287841191066998,27910.0,,100.0,135.68521031207598,0.0,18.0,3.0,5.111941,6.830681,2.6421613,14.5,0.0,0.0,11.2,99.8,94.7,50.3,45.1,24.4,56.2
34315,Usclas-d'Hérault,34,43.5186235,3.4642115,2585.133744855967,21,2479.8280423280426,21.0,3409.090909090909,,3209.8765432098767,2957.1428571428573,3409.090909090909,3221.323529411765,2270.744680851064,-29.5,3278.5632183908046,-30.7,439.0,0.0329411764705882,0.2949852507374631,22830.0,,76.0,173.12072892938497,3.0,6.0,0.0,5.111941,5.6511197,5.3452033,19.8,0.0,0.0,14.1,69.2,57.3,71.5,36.0,12.9,44.4
34316,Usclas-du-Bosc,34,43.724002,3.40217,2431.7169312169312,20,2323.402494331066,20.0,3409.090909090909,,3209.8765432098767,2957.1428571428573,3409.090909090909,1900.6944444444443,1795.5,-5.5,1290.5806451612902,39.1,250.0,0.1261261261261261,0.4880952380952381,24390.0,,24.0,96.0,0.0,6.0,0.0,0.0,1.4344496,2.6421613,18.1,0.0,0.0,22.6,94.5,76.3,21.1,90.9,15.8,53.6
34317,La Vacquerie-et-Saint-Martin-de-Castries,34,43.789489,3.460255,2003.8325281803543,35,1990.7996150556032,30.0,2820.5681818181815,5.0,3209.8765432098767,2957.1428571428573,3409.090909090909,950.0,1685.5615942028985,77.4,1954.113924050633,-13.7,210.0,0.1111111111111111,0.2138728323699422,18230.0,,100.0,476.19047619047615,0.0,0.0,3.0,5.111941,3.2824912,4.33216,22.5,0.0,0.0,58.7,92.8,2.1,98.6,56.8,9.2,55.0
34318,Vacquières,34,43.8420345,3.942897,3124.153967080796,62,3074.545204474601,61.0,3398.228609625668,1.0,3209.8765432098767,2957.1428571428573,3409.090909090909,2866.184971098266,2560.160714285714,-10.7,3103.414634146341,-17.5,772.0,0.0873239436619718,0.6460554371002132,23000.0,,140.0,181.34715025906735,3.0,9.0,0.0,5.111941,5.6511197,5.3452033,21.1,0.0,0.0,9.3,89.0,59.6,74.7,36.0,11.0,48.0
34319,Vailhan,34,43.5523345,3.3027495,2474.2062272937856,16,2351.9157340355496,16.0,3409.090909090909,,3209.8765432098767,2957.1428571428573,3409.090909090909,2196.9325153374234,2500.5714285714284,13.8,1491.6666666666667,67.6,142.0,-0.0838709677419354,-0.1288343558282208,18130.0,,44.0,309.8591549295774,0.0,0.0,0.0,5.111941,6.830681,5.3452033,11.1,0.0,0.0,32.3,8.1,1.9,94.9,29.3,36.4,30.9
34320,Vailhauquès,34,43.669604,3.721417,3438.3129950760012,158,3399.606092436975,145.0,4385.967375997496,13.0,3209.8765432098767,2957.1428571428573,3409.090909090909,3250.0,4036.559139784946,24.2,3411.061946902655,18.3,2722.0,0.0691280439905734,0.052183996907615,27230.0,,436.0,160.17634092578987,3.0,78.0,30.0,5.111941,7.2279728,5.3452033,14.8,0.0,0.0,29.6,84.4,93.1,65.5,27.5,23.5,57.8
34321,Valergues,34,43.668238,4.06096,3562.9629629629635,143,3529.096638655462,121.0,3518.928746928747,22.0,3209.8765432098767,2957.1428571428573,3409.090909090909,2867.258153846154,3543.14356884058,23.6,3738.3177570093458,-5.2,2238.0,0.0837772397094431,0.1090188305252725,24940.0,10.0,400.0,178.73100983020555,6.0,78.0,9.0,5.111941,9.3569476,5.3452033,0.5,1.0,1.0,28.9,88.3,81.2,73.8,18.2,97.3,63.7
34322,Valflaunès,34,43.802228,3.871815,3720.5727995201682,61,3665.948915948916,59.0,3776.6962032946685,2.0,3209.8765432098767,2957.1428571428573,3409.090909090909,3538.1102067183465,3811.881188118812,7.7,1232.3333333333333,209.3,795.0,0.0392156862745098,0.1103351955307262,27100.0,,96.0,120.75471698113208,3.0,9.0,3.0,5.111941,6.830681,3.6552046,19.8,0.0,0.0,19.9,72.5,92.7,39.3,39.0,12.9,49.1
34323,Valmascle,34,43.6100285,3.2889765,3430.913338513338,10,3279.2731268731272,10.0,3409.090909090909,,3209.8765432098767,2957.1428571428573,3409.090909090909,,2558.083832335329,,,,52.0,0.238095238095238,0.238095238095238,,,12.0,230.7692307692308,0.0,0.0,0.0,5.111941,4.4620525,0.0,11.2,0.0,0.0,,98.9,50.0,87.3,73.1,36.0,
34324,Valras-Plage,34,43.246626,3.285402,3520.874336692289,1757,3439.036860384348,602.0,3576.7697215065637,1155.0,3209.8765432098767,2957.1428571428573,3409.090909090909,3100.6603773584907,3788.8888888888887,22.2,3717.142857142857,1.9,4432.0,0.0494908832583471,0.0475064996454738,20760.0,18.0,1360.0,306.85920577617327,6.0,153.0,234.0,2.4742432,31.5422266,10.8303249,11.5,0.0,0.0,28.4,77.3,16.8,94.7,1.3,34.7,43.7
34325,Valros,34,43.4201615,3.365633,2489.7096474454966,160,2419.1724163349545,138.0,3167.5400603294343,22.0,3209.8765432098767,2957.1428571428573,3409.090909090909,2470.0,2123.2932692307695,-14.0,2462.962962962963,-13.8,1685.0,0.0268129189518586,0.0870967741935483,21700.0,,216.0,128.1899109792285,3.0,21.0,12.0,5.111941,6.830681,5.3452033,12.2,0.0,0.0,15.4,65.7,29.5,45.2,29.3,31.9,35.8
34326,Vélieux,34,43.384781,2.735524,2888.0150567990863,4,2688.48846253565,4.0,3409.090909090909,,3209.8765432098767,2957.1428571428573,3409.090909090909,,2500.0,,752.212389380531,232.4,95.0,0.0795454545454545,0.2666666666666666,,,24.0,252.63157894736844,0.0,0.0,0.0,5.111941,2.6140109,0.0,20.8,0.0,0.0,,87.3,50.0,90.4,80.0,11.4,
34327,Vendargues,34,43.656561,3.971191,3891.2926136363635,425,3916.541762670283,292.0,3661.9574119574113,133.0,3209.8765432098767,2957.1428571428573,3409.090909090909,3480.777777777778,4133.333333333333,18.7,4256.09756097561,-2.9,7262.0,0.155081915062828,0.174890794369843,25340.0,9.0,1584.0,218.12172955108787,15.0,276.0,141.0,11.6591094,12.491264500000002,6.6588709,2.4,1.0,1.0,25.6,96.6,84.4,85.0,4.6,87.3,64.5
34328,Vendémian,34,43.581201500000006,3.561451,2575.8675612352376,78,2527.449912891986,67.0,3025.8115568641883,11.0,3209.8765432098767,2957.1428571428573,3409.090909090909,1514.950166112957,2324.767857142857,53.5,2157.52688172043,7.8,1149.0,0.0550964187327823,0.0788732394366197,23030.0,,184.0,160.13925152306354,3.0,15.0,3.0,5.111941,6.830681,5.3452033,21.2,0.0,0.0,46.3,79.6,60.1,65.4,29.3,10.9,53.3
34329,Vendres,34,43.240377,3.2563684999999998,3258.0393460210844,382,3186.335288367546,326.0,3727.642445582587,56.0,3209.8765432098767,2957.1428571428573,3409.090909090909,3196.428571428572,3055.555555555556,-4.4,3784.375,-19.3,2616.0,-0.0353982300884955,-0.0314698259903739,22350.0,14.0,768.0,293.5779816513761,6.0,42.0,75.0,2.4573675,29.2127683,8.2423606,11.2,0.0,0.0,15.3,24.7,39.5,94.0,1.9,36.0,34.6
34331,Verreries-de-Moussans,34,43.457364,2.669451,1812.0440588159386,26,1719.5805151328827,26.0,3409.090909090909,,3209.8765432098767,2957.1428571428573,3409.090909090909,,1218.9865023474179,,1023.2492997198879,19.1,84.0,-0.125,-0.0869565217391304,,,16.0,190.47619047619045,0.0,0.0,0.0,5.111941,5.6511197,0.0,24.2,0.0,0.0,,3.2,50.0,78.1,67.7,7.4,
34332,Vias,34,43.309477,3.4168209999999997,3002.7712571726656,1121,2915.7402141184343,839.0,3553.5651974288335,282.0,3209.8765432098767,2957.1428571428573,3409.090909090909,2679.1461916461913,2987.341772151899,11.5,3210.403726708075,-6.9,5952.0,0.0378378378378378,0.0887141027986098,19780.0,23.0,1616.0,271.505376344086,6.0,153.0,213.0,8.5048478,28.0951648,18.6491936,0.8,1.0,1.0,25.5,71.8,8.0,92.3,0.6,94.9,45.7
34333,Vic-la-Gardiole,34,43.484904,3.794775,4928.352733686067,405,4905.896424563091,390.0,4297.138047138047,15.0,3209.8765432098767,2957.1428571428573,3409.090909090909,4542.857142857143,5008.967391304348,10.3,5215.388257575758,-4.0,3428.0,0.033463973470003,0.1177045973263775,22730.0,12.0,756.0,220.536756126021,6.0,78.0,57.0,4.0281661,13.5596115,7.9539171,1.8,1.0,1.0,19.7,69.5,55.8,85.5,8.3,90.2,52.7
34334,Vieussan,34,43.538995,2.979838,2220.568255655975,42,2111.2302331814526,37.0,3251.2626262626263,5.0,3209.8765432098767,2957.1428571428573,3409.090909090909,1498.4375,1768.2926829268292,18.0,1681.8181818181818,5.1,267.0,-0.0074349442379182,0.0308880308880308,16530.0,,88.0,329.5880149812734,0.0,3.0,3.0,5.111941,5.3962314,1.6899987,15.9,0.0,0.0,39.6,42.4,0.5,95.7,60.1,20.6,40.9
34335,Villemagne-l'Argentière,34,43.617625000000004,3.1195605,2039.6833797913507,52,1983.1012112688836,52.0,3409.090909090909,,3209.8765432098767,2957.1428571428573,3409.090909090909,655.5555555555555,1666.6666666666667,154.2,1820.0,-8.4,415.0,-0.0095465393794749,-0.0736607142857142,22070.0,,116.0,279.51807228915663,3.0,3.0,18.0,5.111941,4.734734100000001,5.3452033,2.6,1.0,1.0,57.6,41.0,35.1,93.0,41.5,86.1,56.3
34336,Villeneuve-lès-Béziers,34,43.3155365,3.280467,2171.4833628449164,487,2173.951243980738,341.0,2259.8171432604663,146.0,3209.8765432098767,2957.1428571428573,3409.090909090909,1570.0,2228.4523809523807,41.9,2341.869918699187,-4.8,4500.0,0.0830324909747292,0.0706638115631691,20500.0,22.0,1200.0,266.6666666666667,9.0,99.0,114.0,5.6658815,19.3837926,9.9019321,5.8,0.0,1.0,48.9,88.1,14.1,91.9,3.0,64.8,53.2
34337,Villeneuve-lès-Maguelone,34,43.5316315,3.861094,3768.623612715103,596,3966.909720862859,430.0,3347.0495952022197,166.0,3209.8765432098767,2957.1428571428573,3409.090909090909,3453.066037735849,3954.166666666667,14.5,4033.813559322034,-2.0,10872.0,0.0681862841422676,0.143698716600042,24010.0,12.0,1524.0,140.1766004415011,18.0,312.0,72.0,6.5586193,13.0665474,14.624724,1.6,1.0,1.0,23.6,84.1,72.4,53.4,3.3,91.1,54.6
34338,Villeneuvette,34,43.610841,3.40028,3412.4228395061727,9,2912.3015873015875,5.0,3602.001594896332,4.0,3209.8765432098767,2957.1428571428573,3409.090909090909,4900.833333333333,,,2750.0,,65.0,-0.0714285714285714,-0.0714285714285714,,,24.0,369.2307692307692,0.0,3.0,0.0,0.0,4.7169408,0.0,20.1,0.0,0.0,,10.9,50.0,97.0,89.2,12.4,
34339,Villespassans,34,43.380139,2.9151395,2454.170670670671,22,2351.7110682110683,22.0,3409.090909090909,,3209.8765432098767,2957.1428571428573,3409.090909090909,1735.5371900826449,3419.009900990099,97.0,2659.995688416212,28.5,185.0,0.0693641618497109,0.1935483870967742,18120.0,,44.0,237.83783783783784,0.0,3.0,0.0,5.111941,2.6140109,3.6552046,19.8,0.0,0.0,48.1,84.5,1.8,88.4,64.4,12.9,50.3
34340,Villetelle,34,43.727305,4.137430999999999,3523.8569204723904,116,3395.3402737613264,110.0,3613.616446053946,6.0,3209.8765432098767,2957.1428571428573,3409.090909090909,3109.848484848485,3807.407407407408,22.4,3906.946564885496,-2.5,1768.0,0.2260748959778086,0.2167928423950447,26660.0,,304.0,171.94570135746605,3.0,33.0,27.0,5.111941,102.2316849,5.3452033,3.0,1.0,1.0,28.5,98.7,91.2,70.9,0.1,83.8,64.1
34341,Villeveyrac,34,43.500723,3.6067875000000003,2674.4687774099543,293,2664.1590459713298,257.0,2833.0309396485864,36.0,3209.8765432098767,2957.1428571428573,3409.090909090909,2382.55033557047,2692.3076923076924,13.0,2791.6666666666665,-3.6,3972.0,0.0376175548589341,0.0828789531079607,22720.0,12.0,688.0,173.2124874118832,9.0,105.0,45.0,6.0984303,7.925193200000001,6.7312394,12.2,0.0,0.0,29.2,71.7,55.7,71.5,15.6,31.9,48.3
34342,Viols-en-Laval,34,43.745477,3.719255,3546.6101982502933,36,3447.718132540654,28.0,2897.716293368467,8.0,3209.8765432098767,2957.1428571428573,3409.090909090909,1815.384615384616,4619.370078740158,154.5,3780.681818181818,22.2,231.0,0.1379310344827586,0.1268292682926829,26290.0,,48.0,207.79220779220785,0.0,3.0,0.0,5.111941,5.8965021,0.0,20.3,0.0,0.0,39.4,95.4,89.6,82.8,66.5,12.1,67.1
34343,Viols-le-Fort,34,43.7427955,3.704051,3248.4933545986178,80,3187.5665635730047,66.0,3499.6577530152845,14.0,3209.8765432098767,2957.1428571428573,3409.090909090909,4096.875,3742.2021077681457,-8.7,3289.156626506024,13.8,1229.0,0.0073770491803278,0.0380067567567567,23330.0,,256.0,208.2994304312449,6.0,51.0,15.0,5.111941,7.1033626000000005,3.6552046,20.9,0.0,0.0,13.6,53.0,64.1,83.0,37.4,11.3,44.1
34344,La Grande-Motte,34,43.560735,4.085214,5055.292651777092,4085,5701.828374723384,300.0,4993.7200956937795,3785.0,3209.8765432098767,2957.1428571428573,3409.090909090909,4375.0,5425.016483516483,24.0,5423.030303030303,0.0,8440.0,-0.0359794403198172,-0.0076425631981187,23390.0,16.0,3156.0,373.9336492890995,18.0,480.0,441.0,3.7078057,50.6931261,12.2037915,5.2,0.0,1.0,26.7,24.5,64.9,97.1,0.4,68.8,46.0
