code_commune,nom_commune,code_departement,latitude,longitude,commune_prix_m2,commune_volume,commune_prix_m2_maison,commune_volume_maison,commune_prix_m2_appart,commune_volume_appart,dept_prix_m2,dept_prix_m2_maison,dept_prix_m2_appart,commune_prix_m2_2020,commune_prix_m2_2024,evolution_5ans_pct,commune_prix_m2_2023,evolution_1an_pct,population_2023,evolution_pop_5_ans,evolution_pop_10_ans,revenu_median,taux_pauvrete,nb_equipements_total,equipements_par_1000_habitants,nb_equipements_dom_C,nb_equipements_dom_D,nb_equipements_dom_B,taux_cambriolages,taux_vols_total,taux_violences_total,distance_gare_km,gare_moins_5km,gare_moins_10km,score_immobilier,score_dynamisme,score_revenus,score_equipements,score_securite,score_transport,score_attractivite
02024,Arrancy,02,49.499816,3.759369,1845.0226244343892,3,1786.4145658263305,3.0,2121.212121212121,,1384.6153846153843,1314.2857142857142,2121.212121212121,,,,,,45.0,-0.1176470588235294,-0.1666666666666666,,,12.0,266.6666666666667,0.0,0.0,0.0,0.0,4.8026239,0.0,6.3,0.0,1.0,,3.8,50.0,91.9,88.9,61.7,
02025,Artemps,02,49.76375,3.188715,1429.9157457052193,23,1402.1540337329811,23.0,2121.212121212121,,1384.6153846153843,1314.2857142857142,2121.212121212121,2065.217391304348,1510.8333333333335,-26.8,1088.082901554404,38.9,361.0,-0.021680216802168,-0.0027624309392265,23930.0,,48.0,132.9639889196676,3.0,3.0,0.0,6.3428872,7.0855539,7.20133,5.0,0.0,1.0,50.4,32.7,71.5,48.4,15.8,70.3,49.3
02027,Assis-sur-Serre,02,49.68676,3.5588895000000003,1203.0092946829507,28,1178.4756887539959,28.0,2121.212121212121,,1384.6153846153843,1314.2857142857142,2121.212121212121,588.4353741496599,1328.7893700787401,125.8,1121.428571428571,18.5,209.0,-0.0412844036697247,-0.1606425702811245,19990.0,,32.0,153.11004784688996,0.0,0.0,6.0,6.3428872,4.9460408000000005,3.3614414,7.7,0.0,1.0,90.4,21.8,9.5,61.4,44.7,53.3,47.9
02028,Athies-sous-Laon,02,49.573412,3.681698,1467.0485225459045,176,1436.7332290557786,170.0,2494.4358842663923,6.0,1384.6153846153843,1314.2857142857142,2121.212121212121,1384.1680814940578,1476.190476190476,6.6,1517.857142857143,-2.7,2578.0,-0.0103646833013435,-0.014525993883792,22820.0,12.0,272.0,105.50814584949572,6.0,54.0,21.0,8.4765671,11.014122400000002,7.20133,4.1,1.0,1.0,61.4,40.3,57.1,28.0,7.3,76.5,47.4
02029,Attilly,02,49.857228,3.16903,1555.3306342780027,23,1527.5689223057645,23.0,2121.212121212121,,1384.6153846153843,1314.2857142857142,2121.212121212121,1245.2830188679245,1254.8148148148148,0.8,1933.9622641509436,-35.1,337.0,-0.0612813370473537,-0.1013333333333333,24790.0,,8.0,23.738872403560837,0.0,0.0,0.0,6.3428872,2.6631108,1.8767374,9.3,0.0,1.0,54.4,14.0,80.0,0.6,67.1,44.5,43.7
02030,Aubencheul-aux-Bois,02,50.028393,3.2648095,1186.0574242307262,20,1155.916136946582,20.0,2121.212121212121,,1384.6153846153843,1314.2857142857142,2121.212121212121,1382.978723404255,1366.1971830985915,-1.2,749.4612068965517,82.3,238.0,-0.0950570342205323,-0.1959459459459459,22440.0,,16.0,67.22689075630252,0.0,0.0,3.0,6.3428872,6.6970533,0.0,12.2,0.0,0.0,67.0,6.2,40.9,7.0,54.7,31.9,35.9
02031,Aubenton,02,49.8362465,4.202308,823.3714483714483,57,824.337203877604,56.0,2017.0454545454545,1.0,1384.6153846153843,1314.2857142857142,2121.212121212121,641.025641025641,611.1111111111111,-4.7,869.047619047619,-29.7,658.0,-0.0015174506828528,-0.0090361445783132,18600.0,,140.0,212.7659574468085,3.0,24.0,12.0,6.3428872,7.0855539,7.20133,12.0,0.0,0.0,70.9,46.1,3.0,83.9,15.8,32.7,45.0
02032,Aubigny-aux-Kaisnes,02,49.774136999999996,3.117222,1206.305348369721,18,1174.3373164016893,18.0,2121.212121212121,,1384.6153846153843,1314.2857142857142,2121.212121212121,1153.9254559873116,1253.2019704433496,8.6,886.5079365079365,41.4,231.0,-0.0905511811023622,-0.0375,20000.0,,48.0,207.79220779220785,3.0,3.0,3.0,6.3428872,4.4224431,7.20133,5.1,0.0,1.0,71.9,6.9,9.6,82.8,26.1,69.6,43.3
02033,Aubigny-en-Laonnois,02,49.498434,3.7929755,1377.8226827427284,2,1315.7670912753722,2.0,2121.212121212121,,1384.6153846153843,1314.2857142857142,2121.212121212121,,,,1326.8774186978071,,102.0,-0.0285714285714285,-0.0555555555555555,26440.0,,8.0,78.43137254901961,0.0,0.0,0.0,0.0,6.6970533,1.9631512,5.6,0.0,1.0,,28.5,90.3,11.3,76.6,66.1,
02034,Audignicourt,02,49.479231,3.1331,1388.574660633484,7,1340.622612681436,7.0,2121.212121212121,,1384.6153846153843,1314.2857142857142,2121.212121212121,1537.037037037037,843.8775510204082,-45.1,1133.9447963800903,-25.6,104.0,-0.1260504201680672,0.0097087378640776,21270.0,,8.0,76.92307692307693,0.0,0.0,0.0,0.0,4.937721,5.3245926,11.3,0.0,0.0,52.1,3.1,23.2,10.7,70.2,35.5,30.5
02035,Audigny,02,49.868857,3.646528,1151.821862348178,23,1124.0601503759397,23.0,2121.212121212121,,1384.6153846153843,1314.2857142857142,2121.212121212121,432.0987654320988,1650.485436893204,282.0,652.7777777777778,152.8,273.0,-0.025,-0.0353356890459364,19950.0,,28.0,102.56410256410255,3.0,0.0,0.0,0.0,9.3601641,7.20133,16.2,0.0,0.0,91.7,30.6,9.2,25.8,33.7,19.9,40.1
02036,Augy,02,49.338336,3.513681,1254.8173115400004,6,1204.581832733093,6.0,2121.212121212121,,1384.6153846153843,1314.2857142857142,2121.212121212121,1554.1379310344828,509.4339622641509,-67.2,,,72.0,-0.0649350649350649,-0.1818181818181818,,,8.0,111.1111111111111,0.0,0.0,0.0,6.3428872,2.5770032,0.0,6.5,0.0,1.0,56.7,12.7,50.0,32.0,75.5,60.5,45.1
02037,Aulnois-sous-Laon,02,49.612495,3.608868,1390.6179573063323,78,1379.2744620918693,78.0,2121.212121212121,,1384.6153846153843,1314.2857142857142,2121.212121212121,1267.281105990783,1265.292011359427,-0.2,1414.2857142857142,-10.5,1348.0,-0.0398860398860398,-0.0357653791130186,21970.0,,120.0,89.02077151335313,6.0,18.0,9.0,6.3428872,9.3601641,7.20133,3.9,1.0,1.0,60.7,22.5,33.5,16.8,11.5,77.9,37.8
02038,Les Autels,02,49.7640555,4.225468,1330.357817098156,6,1280.1223382912485,6.0,2121.212121212121,,1384.6153846153843,1314.2857142857142,2121.212121212121,1363.6363636363635,,,1144.0677966101696,,62.0,0.087719298245614,-0.1621621621621621,,,24.0,387.0967741935484,0.0,6.0,0.0,0.0,0.0,0.0,7.9,0.0,1.0,,89.1,50.0,97.4,98.6,52.1,
02039,Autremencourt,02,49.703581,3.7880830000000003,1230.012428780626,6,1179.7769499737183,6.0,2121.212121212121,,1384.6153846153843,1314.2857142857142,2121.212121212121,921.0526315789474,765.9574468085107,-16.8,,,176.0,0.0292397660818713,-0.0056497175141242,20530.0,,8.0,45.45454545454545,0.0,0.0,0.0,6.3428872,2.6631108,5.2381788,5.0,0.0,1.0,57.5,67.1,14.4,2.2,47.5,70.3,42.8
02040,Autreppes,02,49.90447,3.8567925,1098.8847232711187,16,1064.85423762773,16.0,2121.212121212121,,1384.6153846153843,1314.2857142857142,2121.212121212121,826.0869565217391,636.3636363636364,-23.0,1153.8461538461538,-44.8,175.0,-0.0168539325842696,-0.0112994350282485,21270.0,,12.0,68.57142857142857,0.0,0.0,0.0,6.3428872,7.220651,5.2381788,8.7,0.0,1.0,61.0,36.1,23.2,7.4,22.4,47.7,35.2
02041,Autreville,02,49.588091,3.238208,1540.8031846388012,58,1526.3518825162662,58.0,2121.212121212121,,1384.6153846153843,1314.2857142857142,2121.212121212121,1650.485436893204,1936.1702127659576,17.3,1524.7474747474748,27.0,777.0,-0.037174721189591,-0.060459492140266,23160.0,,84.0,108.10810810810813,3.0,0.0,15.0,6.3428872,9.6625571,5.3245926,1.9,1.0,1.0,64.3,23.9,61.9,29.9,13.8,89.8,48.1
02042,Azy-sur-Marne,02,49.0018955,3.3600965,1728.2051282051282,30,1704.7619047619046,30.0,2121.212121212121,,1384.6153846153843,1314.2857142857142,2121.212121212121,2194.458128078818,2212.7659574468084,0.8,996.1965811965813,122.1,369.0,-0.0415584415584415,-0.0955882352941176,23970.0,,44.0,119.24119241192412,0.0,0.0,0.0,6.3428872,4.9460408000000005,5.2381788,1.2,1.0,1.0,46.6,21.7,72.0,38.1,33.9,92.8,48.8
02043,Bagneux,02,49.457902000000004,3.2793925,1349.2577597840752,4,1293.734335839599,4.0,2121.212121212121,,1384.6153846153843,1314.2857142857142,2121.212121212121,1384.6153846153843,1333.3333333333333,-3.7,,,62.0,-0.0746268656716417,-0.1267605633802817,,,4.0,64.51612903225806,0.0,0.0,0.0,6.3428872,4.8026239,3.3614414,8.2,0.0,1.0,60.5,10.1,50.0,6.1,45.5,50.4,37.6
02044,Bancigny,02,49.8016935,4.030779,1170.7692307692307,10,1128.5714285714284,10.0,2121.212121212121,,1384.6153846153843,1314.2857142857142,2121.212121212121,565.9722222222222,580.0,2.5,737.5,-21.4,26.0,0.04,-0.1034482758620689,,,8.0,307.69230769230774,0.0,0.0,0.0,6.3428872,0.0,0.0,7.4,0.0,1.0,69.3,72.9,50.0,94.8,84.6,55.0,70.1
02046,Barenton-Bugny,02,49.632006,3.651797,1407.3995407577497,35,1386.3006396588485,35.0,2121.212121212121,,1384.6153846153843,1314.2857142857142,2121.212121212121,1648.6666666666667,1277.047522750253,-22.5,1600.0,-20.2,555.0,-0.0089285714285714,-0.0017985611510791,23250.0,,36.0,64.86486486486487,3.0,0.0,0.0,6.3428872,9.3601641,5.2381788,0.3,1.0,1.0,51.3,41.4,63.1,6.2,15.2,98.9,46.1
02047,Barenton-Cel,02,49.642436,3.653018,1312.4341412012643,5,1259.6868884540118,5.0,2121.212121212121,,1384.6153846153843,1314.2857142857142,2121.212121212121,1095.890410958904,342.6966292134832,-68.7,,,108.0,-0.027027027027027,-0.1692307692307692,23580.0,,12.0,111.1111111111111,3.0,0.0,0.0,6.3428872,2.9655038,0.0,1.1,1.0,1.0,54.8,29.5,67.3,32.0,74.1,93.2,54.6
02048,Barenton-sur-Serre,02,49.671984,3.679123,1345.8987961640482,11,1305.323986358469,11.0,2121.212121212121,,1384.6153846153843,1314.2857142857142,2121.212121212121,1204.5454545454545,1151.9818063677712,-4.4,1293.103448275862,-10.9,130.0,-0.0225563909774436,0.1111111111111111,22840.0,,12.0,92.3076923076923,0.0,0.0,3.0,0.0,2.6631108,5.2381788,2.9,1.0,1.0,60.3,32.2,57.4,18.8,79.4,84.4,52.2
02049,Barisis-aux-Bois,02,49.577535,3.3251255000000004,1558.0019739151746,64,1544.6482390424524,64.0,2121.212121212121,,1384.6153846153843,1314.2857142857142,2121.212121212121,1626.116071428571,1891.4020517830972,16.3,896.9945355191257,110.9,752.0,0.0217391304347826,0.0175913396481732,23500.0,,60.0,79.7872340425532,3.0,3.0,3.0,6.3428872,9.3601641,7.20133,7.4,0.0,1.0,63.0,62.8,66.4,12.0,11.5,55.0,50.0
02050,Barzy-en-Thiérache,02,50.041816,3.747151,1289.2628205128203,21,1259.9587912087911,21.0,2121.212121212121,,1384.6153846153843,1314.2857142857142,2121.212121212121,1250.0,1221.1538461538462,-2.3,1333.3333333333333,-8.4,316.0,-0.0336391437308868,0.0063694267515923,21140.0,,8.0,25.31645569620253,3.0,0.0,0.0,0.0,2.6631108,7.20133,10.7,0.0,0.0,63.3,25.6,21.4,0.7,71.8,38.1,36.3
02051,Barzy-sur-Marne,02,49.0835235,3.5562145000000003,1500.625959759811,38,1480.7213360816027,38.0,2121.212121212121,,1384.6153846153843,1314.2857142857142,2121.212121212121,1515.6097560975609,1997.4543539325841,31.8,1034.7826086956522,93.0,380.0,-0.0206185567010309,-0.0129870129870129,25580.0,,20.0,52.63157894736842,0.0,3.0,0.0,6.3428872,7.0772341,3.3614414,6.2,0.0,1.0,71.9,33.5,86.1,3.2,32.3,62.3,51.8
02052,Bassoles-Aulers,02,49.5266865,3.3820585000000003,1286.669851887243,8,1240.8026755852843,8.0,2121.212121212121,,1384.6153846153843,1314.2857142857142,2121.212121212121,,921.4661654135339,,1527.8846153846157,-39.7,131.0,-0.0367647058823529,-0.0839160839160839,22970.0,,12.0,91.6030534351145,0.0,0.0,0.0,6.3428872,2.6631108,3.3614414,5.9,0.0,1.0,,24.1,59.2,18.4,59.0,64.2,
02053,Vallées en Champagne,02,49.001982,3.612717,1252.7524038461538,81,1294.229613303947,77.0,1791.9343814080655,4.0,1384.6153846153843,1314.2857142857142,2121.212121212121,1010.3176758077655,1146.1558646024664,13.4,1228.3333333333333,-6.7,599.0,0.0508771929824561,0.0754039497307001,26580.0,,52.0,86.81135225375625,0.0,0.0,0.0,6.3428872,9.3601641,3.3614414,8.8,0.0,1.0,73.3,77.9,90.8,15.4,21.4,47.2,61.2
02054,Bazoches-sur-Vesles,02,49.3078345,3.617868,1497.3652915874084,26,1471.6349243936268,26.0,2121.212121212121,,1384.6153846153843,1314.2857142857142,2121.212121212121,1500.0,1876.8115942028985,25.1,1571.428571428571,19.4,516.0,-0.0408921933085501,-0.0245746691871455,24020.0,,48.0,93.02325581395348,3.0,3.0,3.0,6.3428872,16.775476400000002,5.3245926,0.3,1.0,1.0,69.7,22.0,72.5,19.3,6.0,98.9,49.7
02055,Beaumé,02,49.83373,4.1595435,1263.2662618963989,6,1213.0307830894915,6.0,2121.212121212121,,1384.6153846153843,1314.2857142857142,2121.212121212121,1147.3684210526317,975.3424657534248,-15.0,944.4444444444443,3.3,82.0,-0.0786516853932584,-0.1717171717171717,,,16.0,195.1219512195122,0.0,0.0,0.0,0.0,0.0,1.9631512,10.5,0.0,0.0,56.5,9.2,50.0,79.5,95.7,39.0,51.4
02056,Beaumont-en-Beine,02,49.68921,3.132553,1301.027097902098,17,1268.060064935065,17.0,2121.212121212121,,1384.6153846153843,1314.2857142857142,2121.212121212121,1227.2727272727273,1382.7362115732367,12.7,825.6880733944954,67.5,168.0,-0.0561797752808988,-0.0117647058823529,22300.0,,12.0,71.42857142857143,0.0,0.0,0.0,6.3428872,4.9460408000000005,0.0,5.3,0.0,1.0,71.3,15.7,38.7,8.4,64.9,68.1,43.3
02057,Beaurevoir,02,49.996004,3.31018,905.5086753596217,80,898.5288127095541,79.0,2025.9497964721845,1.0,1384.6153846153843,1314.2857142857142,2121.212121212121,730.6368330464716,833.3333333333334,14.1,705.8823529411765,18.1,1281.0,-0.0946996466431095,-0.1279782164737917,19030.0,,192.0,149.88290398126463,9.0,45.0,12.0,6.3428872,7.220651,7.20133,9.5,0.0,1.0,80.7,6.3,4.3,59.5,15.5,43.5,37.1
02058,Beaurieux,02,49.393054,3.738864,1376.0275983558427,65,1357.3312961548254,60.0,3557.5757575757575,5.0,1384.6153846153843,1314.2857142857142,2121.212121212121,1456.8181818181818,1060.6796116504854,-27.2,1545.4545454545455,-31.4,794.0,-0.0669800235017626,-0.0112079701120797,20510.0,,204.0,256.92695214105794,3.0,48.0,18.0,6.3428872,9.3601641,7.20133,9.2,0.0,1.0,52.5,12.1,14.2,90.9,11.5,45.0,37.7
02059,Beautor,02,49.65681,3.344128,1145.794116197704,208,1037.247425112037,169.0,3297.558922558923,39.0,1384.6153846153843,1314.2857142857142,2121.212121212121,654.4444444444445,916.6666666666667,40.1,1056.338028169014,-13.2,2579.0,-0.0472848171407462,-0.0419762258543833,17760.0,28.0,240.0,93.05932531989144,12.0,33.0,15.0,8.6691824,13.2034013,11.9581643,1.9,1.0,1.0,86.6,19.1,1.4,19.4,3.4,89.8,38.0
02060,Beauvois-en-Vermandois,02,49.839425,3.103798,1280.5429864253392,15,1245.3781512605042,15.0,2121.212121212121,,1384.6153846153843,1314.2857142857142,2121.212121212121,1084.3373493975903,649.3055555555555,-40.1,806.6666666666666,-19.5,263.0,0.0115384615384615,-0.0739436619718309,22740.0,,40.0,152.0912547528517,0.0,0.0,3.0,6.3428872,4.937721,1.8767374,11.4,0.0,0.0,55.9,55.9,56.0,60.9,53.9,35.1,54.4
02061,Becquigny,02,50.017416,3.469907,1170.74706115802,20,1140.6057738738757,20.0,2121.212121212121,,1384.6153846153843,1314.2857142857142,2121.212121212121,1010.3458185649968,722.2222222222222,-28.5,1074.3801652892562,-32.8,268.0,0.0806451612903225,-0.0596491228070175,19290.0,,32.0,119.40298507462688,0.0,0.0,0.0,6.3428872,2.6631108,5.3245926,3.0,1.0,1.0,59.1,87.6,5.3,38.2,46.8,83.8,52.1
02062,Belleau,02,49.0873765,3.297256,1389.5209791705747,6,1339.2855003636676,6.0,2121.212121212121,,1384.6153846153843,1314.2857142857142,2121.212121212121,1020.8,1365.079365079365,33.7,1438.4905660377358,-5.1,131.0,-0.0437956204379562,-0.0709219858156028,28100.0,,8.0,61.06870229007633,0.0,0.0,0.0,6.3428872,7.220651,3.8398886,9.9,0.0,1.0,77.1,20.6,95.1,5.1,28.7,41.6,50.2
02063,Bellenglise,02,49.920469,3.246906,1274.7668997668998,29,1250.7908757908758,29.0,2121.212121212121,,1384.6153846153843,1314.2857142857142,2121.212121212121,1629.2307692307693,1125.0,-30.9,1906.8698597000484,-41.0,378.0,-0.0026385224274406,-0.0104712041884816,22500.0,,52.0,137.56613756613757,0.0,9.0,0.0,6.3428872,9.3601641,3.3614414,9.7,0.0,1.0,56.1,45.5,41.7,51.6,21.4,42.5,45.6
02064,Belleu,02,49.362536,3.334932,1652.8096963306937,239,1627.7180783817953,211.0,2862.858780951016,28.0,1384.6153846153843,1314.2857142857142,2121.212121212121,1328.358208955224,1815.0727911646586,36.6,1853.0844155844156,-2.1,3659.0,-0.0408912188728702,-0.0523180523180523,20140.0,19.0,400.0,109.31948619841486,9.0,93.0,42.0,8.3426029,9.8204212,8.212667999999999,0.8,1.0,1.0,66.7,22.0,10.8,30.8,7.5,94.9,38.1
02065,Bellicourt,02,49.961154,3.233126,1011.1022997620935,45,993.519882179676,45.0,2121.212121212121,,1384.6153846153843,1314.2857142857142,2121.212121212121,400.0,928.2087025789108,132.1,961.1894344514665,-3.4,560.0,-0.0635451505016722,-0.1167192429022082,21080.0,,76.0,135.7142857142857,3.0,6.0,3.0,6.3428872,9.3601641,5.3245926,14.3,0.0,0.0,94.8,13.2,20.6,50.4,14.4,25.1,42.0
02066,Benay,02,49.759910500000004,3.3042594999999997,1301.035806298964,10,1258.838004101162,10.0,2121.212121212121,,1384.6153846153843,1314.2857142857142,2121.212121212121,659.3406593406594,,,1298.7012987012988,,191.0,-0.045,-0.0990566037735849,22250.0,,16.0,83.76963350785341,0.0,0.0,0.0,6.3428872,4.8026239,0.0,4.5,1.0,1.0,,20.1,37.9,13.8,65.8,73.7,
02067,Bergues-sur-Sambre,02,50.031405,3.710173,1141.175413371675,21,1111.8713840676455,21.0,2121.212121212121,,1384.6153846153843,1314.2857142857142,2121.212121212121,1688.3116883116884,931.8539804171987,-44.8,1123.5955056179776,-17.1,205.0,-0.0330188679245283,-0.0552995391705069,23420.0,,12.0,58.53658536585366,0.0,0.0,0.0,6.3428872,6.6970533,5.2381788,9.9,0.0,1.0,59.9,25.9,65.3,4.5,24.6,41.6,40.5
02068,Berlancourt,02,49.7784085,3.75584,1425.315425315425,12,1386.2433862433859,12.0,2121.212121212121,,1384.6153846153843,1314.2857142857142,2121.212121212121,,,,1474.580223880597,,85.0,-0.1145833333333333,-0.2129629629629629,,,8.0,94.11764705882352,0.0,0.0,0.0,6.3428872,4.5575402,0.0,3.6,1.0,1.0,,4.0,50.0,19.9,67.0,80.0,
02069,Berlise,02,49.659849,4.10693,1211.163836163836,9,1167.2077922077922,9.0,2121.212121212121,,1384.6153846153843,1314.2857142857142,2121.212121212121,900.0,974.4642042863657,8.3,,,104.0,-0.02803738317757,-0.140495867768595,,,12.0,115.3846153846154,0.0,0.0,0.0,6.3428872,0.0,0.0,20.5,0.0,0.0,71.6,28.8,50.0,35.3,84.6,11.8,48.6
02070,Bernot,02,49.869257,3.499561,1172.5195094760313,31,1149.5859213250517,31.0,2121.212121212121,,1384.6153846153843,1314.2857142857142,2121.212121212121,826.0869565217391,873.8636363636364,5.8,850.3521126760563,2.8,431.0,-0.0379464285714285,-0.0292792792792792,22110.0,,32.0,74.24593967517401,3.0,0.0,0.0,6.3428872,4.9460408000000005,5.3245926,10.2,0.0,0.0,71.2,23.5,35.8,9.5,33.5,40.3,38.5
02071,Berny-Rivière,02,49.407384,3.144115,1613.642697881828,57,1577.656217126026,55.0,2158.030303030303,2.0,1384.6153846153843,1314.2857142857142,2121.212121212121,1521.0401157981803,1738.2608695652175,14.3,1334.4780219780223,30.3,631.0,-0.0395738203957382,-0.0078616352201257,23920.0,,116.0,183.8351822503962,3.0,3.0,6.0,6.3428872,7.0772341,7.20133,14.7,0.0,0.0,59.4,22.6,71.4,75.7,15.8,23.8,49.0
02072,Berrieux,02,49.488398000000004,3.848178,1274.4996984483798,8,1228.632522146421,8.0,2121.212121212121,,1384.6153846153843,1314.2857142857142,2121.212121212121,1250.0,781.25,-37.5,740.2777777777778,5.5,178.0,-0.0531914893617021,-0.0531914893617021,25760.0,,24.0,134.8314606741573,0.0,0.0,3.0,6.3428872,7.0855539,3.3614414,4.3,1.0,1.0,56.1,16.7,87.1,49.7,32.2,75.1,53.0
02073,Berry-au-Bac,02,49.403776,3.9026535,1691.3395655912786,32,1668.8939261243625,32.0,2121.212121212121,,1384.6153846153843,1314.2857142857142,2121.212121212121,1409.090909090909,1967.2131147540983,39.6,2402.6376720901126,-18.1,722.0,0.0744047619047619,0.2195945945945946,21950.0,,64.0,88.6426592797784,3.0,0.0,6.0,6.3428872,9.3601641,7.20133,5.1,0.0,1.0,65.7,86.0,33.2,16.5,11.5,69.6,50.8
02074,Bertaucourt-Epourdon,02,49.62581,3.3909000000000002,1346.024346024346,48,1329.2791864220435,48.0,2121.212121212121,,1384.6153846153843,1314.2857142857142,2121.212121212121,1253.012048192771,1307.9906810035843,4.4,1499.0,-12.7,601.0,0.0050167224080267,-0.0227642276422764,21750.0,,56.0,93.17803660565724,3.0,0.0,0.0,6.3428872,9.3601641,7.20133,3.9,1.0,1.0,64.9,51.4,30.2,19.4,11.5,77.9,44.4
02075,Berthenicourt,02,49.7728,3.383243,1574.2705570291776,13,1536.5939479239971,13.0,2121.212121212121,,1384.6153846153843,1314.2857142857142,2121.212121212121,1938.7392241379312,1273.4265734265734,-34.3,1733.3333333333333,-26.5,203.0,0.0357142857142857,0.0,22760.0,,20.0,98.52216748768474,0.0,0.0,0.0,0.0,4.9460408000000005,1.8767374,9.7,0.0,1.0,44.3,70.7,56.3,23.0,83.1,42.5,52.5
02076,Bertricourt,02,49.396516,4.008327,1559.2948717948716,5,1506.5476190476188,5.0,2121.212121212121,,1384.6153846153843,1314.2857142857142,2121.212121212121,,2060.3703703703704,,2652.24358974359,-22.3,159.0,0.0192307692307692,-0.0914285714285714,28980.0,,12.0,75.47169811320754,0.0,0.0,0.0,6.3428872,4.9460408000000005,0.0,2.8,1.0,1.0,,61.1,96.5,10.0,64.9,85.0,
02077,Berzy-le-Sec,02,,,1447.9000884173297,21,1443.647803949166,20.0,2036.9087213599407,1.0,1384.6153846153843,1314.2857142857142,2121.212121212121,1142.857142857143,,,,,,,,,,,,,,,,,,,0.0,0.0,,47.7,50.0,0.2,98.6,1.5,
02078,Besmé,02,49.539351,3.162969,1412.1958398744111,9,1368.2397959183672,9.0,2121.212121212121,,1384.6153846153843,1314.2857142857142,2121.212121212121,1772.1518987341772,1355.3101736972703,-23.5,1488.5753035391372,-9.0,166.0,0.0121951219512195,0.0709677419354838,21360.0,,8.0,48.19277108433735,3.0,0.0,0.0,6.3428872,9.3601641,7.20133,5.5,0.0,1.0,51.1,56.3,24.6,2.5,11.5,66.7,37.2
02079,Besmont,02,49.825429,4.123536,1132.3352187028656,19,1101.3074229691877,19.0,2121.212121212121,,1384.6153846153843,1314.2857142857142,2121.212121212121,1297.739541160594,847.457627118644,-34.7,1160.759493670886,-27.0,132.0,-0.12,-0.1801242236024844,20070.0,,20.0,151.51515151515153,0.0,0.0,0.0,6.3428872,2.9655038,3.3614414,10.2,0.0,0.0,60.2,3.6,10.1,60.6,57.1,40.3,36.6
02080,Besny-et-Loizy,02,49.598647,3.581655,1409.6989966555184,15,1374.5341614906831,15.0,2121.212121212121,,1384.6153846153843,1314.2857142857142,2121.212121212121,893.2038834951456,1348.314606741573,51.0,1797.979797979798,-25.0,309.0,-0.0964912280701754,-0.1510989010989011,26260.0,,24.0,77.66990291262135,0.0,6.0,6.0,0.0,9.3601641,3.3614414,4.3,1.0,1.0,83.3,6.0,89.5,11.0,56.8,75.1,54.8
02081,Béthancourt-en-Vaux,02,49.6288475,3.147543,1308.3853083853082,22,1279.8732798732797,22.0,2121.212121212121,,1384.6153846153843,1314.2857142857142,2121.212121212121,2421.875,1076.923076923077,-55.5,1196.969696969697,-10.0,421.0,-0.0388127853881278,-0.1408163265306122,24090.0,,32.0,76.00950118764845,3.0,3.0,9.0,6.3428872,7.0855539,7.20133,5.7,0.0,1.0,55.0,23.0,73.3,10.3,15.8,65.4,42.7
02082,Beugneux,02,49.233486,3.414239,1365.4374471682163,11,1324.8626373626373,11.0,2121.212121212121,,1384.6153846153843,1314.2857142857142,2121.212121212121,,566.6666666666666,,533.3333333333334,6.2,120.0,0.081081081081081,0.0909090909090909,22980.0,,16.0,133.33333333333334,0.0,0.0,0.0,6.3428872,9.3601641,7.20133,6.8,0.0,1.0,,87.7,59.4,48.7,11.5,58.6,
02083,Beuvardes,02,49.138376,3.487413,1422.877540519681,63,1409.3526039178214,63.0,2121.212121212121,,1384.6153846153843,1314.2857142857142,2121.212121212121,1318.1818181818182,1048.3044058744995,-20.5,1697.2477064220184,-38.2,736.0,-0.0067476383265856,0.0236439499304589,23490.0,,104.0,141.30434782608694,3.0,15.0,3.0,6.3428872,9.3601641,7.20133,7.9,0.0,1.0,50.6,42.9,66.3,54.1,11.5,52.1,49.0
02084,Bézu-le-Guéry,02,49.007762,3.22655,1555.3306342780027,23,1527.5689223057645,23.0,2121.212121212121,,1384.6153846153843,1314.2857142857142,2121.212121212121,1875.0,1666.6666666666667,-11.1,1890.909090909091,-11.9,248.0,-0.0387596899224806,-0.0534351145038167,25230.0,,28.0,112.90322580645162,0.0,0.0,0.0,6.3428872,7.0855539,5.3245926,3.8,1.0,1.0,45.1,23.1,83.6,33.3,22.5,78.6,47.7
02085,Bézu-Saint-Germain,02,49.105128,3.406294,1573.489010989011,55,1558.4183673469388,55.0,2121.212121212121,,1384.6153846153843,1314.2857142857142,2121.212121212121,1532.8439676265762,2025.0,32.1,1538.591489811002,31.6,991.0,-0.0303326810176125,-0.0207509881422924,23830.0,,104.0,104.94450050454088,3.0,18.0,6.0,6.3428872,9.3601641,5.2381788,7.5,0.0,1.0,68.9,27.4,70.3,27.6,15.2,54.4,47.9
02086,Bichancourt,02,49.5823265,3.209569,1322.6385849967605,78,1311.2950897822977,78.0,2121.212121212121,,1384.6153846153843,1314.2857142857142,2121.212121212121,1185.1851851851852,1302.7586206896551,9.9,1159.4202898550725,12.4,979.0,-0.0467380720545277,-0.0833333333333333,22450.0,,72.0,73.54443309499489,3.0,0.0,3.0,6.3428872,7.523044,5.2381788,2.9,1.0,1.0,68.9,19.3,41.0,9.2,21.1,84.4,41.2
