code_departement,prix_m2_median_tous,nb_transactions,prix_m2_median_maison,prix_m2_median_appart,annee
38,2711.258802816901,16398,2763.975155279504,2666.6666666666665,2024
39,1774.1935483870968,4173,1704.7297297297298,1948.051948051948,2024
40,2727.2727272727275,7392,2510.0,3281.25,2024
41,1636.3636363636365,5658,1578.9473684210527,2025.0,2024
42,1822.8869047619048,11926,2100.0,1498.5844155844156,2024
43,1670.843711083437,3584,1666.6666666666667,1701.639344262295,2024
44,3111.111111111112,20379,2912.5,3416.6666666666665,2024
45,1964.2857142857144,10159,1865.6716417910447,2363.6363636363635,2024
46,1785.299003322259,3388,1780.3030303030305,1791.6666666666667,2024
47,1666.6666666666667,6161,1658.9473684210525,1775.5555555555557,2024
48,1775.5555555555557,1104,1660.4166666666667,2211.538461538461,2024
49,2215.3449367088606,11436,2045.4545454545453,3015.873015873016,2024
50,1923.076923076923,9829,1837.209302325581,2706.485516534222,2024
51,2111.725863836459,7160,1897.6897689768973,2472.7272727272725,2024
52,1100.0,2257,1053.4897025171624,1321.428571428571,2024
53,1600.0,5226,1511.6279069767445,2346.875,2024
54,2000.0,10716,1855.7386363636365,2200.0,2024
55,1215.909090909091,2573,1142.857142857143,1489.9099099099099,2024
56,2666.6666666666665,13350,2444.4444444444443,3428.5714285714284,2024
58,1166.6666666666667,4143,1112.5,1359.2320261437908,2024
59,2170.742583218285,32888,1915.7142857142856,3108.108108108108,2024
60,2285.1648351648355,9824,2237.762237762238,2500.0,2024
61,1490.909090909091,5379,1444.4444444444443,2040.0702426564494,2024
62,1843.589743589744,18441,1707.3170731707316,3024.6913580246915,2024
63,2018.421052631579,10241,1864.9771825396826,2226.7441860465115,2024
64,2785.820895522388,10955,2409.062980030722,3470.5882352941176,2024
65,1821.505376344086,4357,1727.2727272727273,2090.1767676767677,2024
66,2596.5869909607673,10910,2559.633027522936,2662.7906976744184,2024
69,3792.857142857143,22390,3647.873563218391,3839.506172839506,2024
70,1303.27868852459,3347,1301.0416666666665,1331.3868613138686,2024
71,1603.0534351145038,9123,1574.074074074074,1694.915254237288,2024
72,1666.6666666666667,9210,1602.4184149184148,2028.125,2024
73,3692.307692307693,8611,3392.96875,3871.0942760942758,2024
74,4470.588235294118,13825,4504.0,4458.72972972973,2024
75,9393.939393939394,25237,10773.809523809523,9389.09090909091,2024
76,2214.285714285714,19600,2100.0,2537.5,2024
77,3075.065789473684,16842,2876.6304347826085,3463.414634146341,2024
78,3900.4375,14422,3781.3333333333335,3984.745762711864,2024
79,1500.0,6168,1436.7816091954023,2357.1428571428573,2024
80,1872.358428030303,8252,1672.264799154334,3062.114197530864,2024
81,1818.1818181818185,5950,1740.055321390938,2222.222222222222,2024
82,1940.9565217391305,4130,1917.6666666666667,2077.9220779220777,2024
83,4090.909090909091,24084,4205.2627547112,3965.5172413793102,2024
84,2814.604377104377,8234,2982.954545454545,2567.5438596491226,2024
85,2475.9457053849574,12762,2363.921568627451,3474.5098039215686,2024
86,1666.6666666666667,7152,1503.5625,2432.8828828828828,2024
87,1606.7226890756303,6581,1551.9814719505916,1746.031746031746,2024
88,1548.125798212005,5938,1478.0193236714977,1724.1379310344828,2024
89,1532.175616108996,5704,1446.354781582054,1900.0,2024
90,1662.857142857143,1935,1683.5443037974685,1638.8194444444443,2024
91,3215.3846153846152,13125,3333.333333333333,3057.5,2024
92,6565.559322033899,16403,7413.612244897959,6477.042160737813,2024
93,4062.5,13057,3913.0434782608695,4173.111658456486,2024
94,5000.0,13275,5071.428571428572,5000.0,2024
95,3481.845238095238,11594,3567.6364365971103,3392.1428571428573,2024
971,3228.048780487805,1977,3083.6010709504685,3382.978723404255,2024
972,2942.5882352941176,2122,2663.978494623656,3210.662878787879,2024
973,2844.396720031238,1028,2735.217391304348,2985.074626865672,2024
974,2866.4736842105262,5231,2857.1428571428573,2883.6363636363635,2024
01,2625.0,3473,2530.120481927711,2946.0317460317465,2025
02,1382.278835386338,2900,1304.3478260869565,1778.1287698920796,2025
03,1402.34375,2838,1328.6458333333333,1647.0588235294117,2025
04,2459.9297573435506,1120,2539.5621468926556,2383.6120401337794,2025
05,2986.9565217391305,1631,2834.5771144278606,3045.945945945946,2025
06,4923.076923076923,12187,5426.470588235294,4823.529411764706,2025
07,2213.3652329011456,2096,2265.625,2086.206896551724,2025
08,1392.4050632911392,1500,1380.1587301587301,1428.571428571429,2025
09,1698.8562871554675,784,1605.3811659192825,1963.636363636364,2025
10,1620.0781330317673,1560,1568.548387096774,1704.5454545454545,2025
11,2087.252506265664,3364,1859.5505617977528,2675.0,2025
12,1795.9183673469388,1977,1660.9126984126983,1990.1408450704223,2025
13,3750.0,12023,4250.0,3500.0,2025
14,2663.4937888198756,5420,2344.8971962616824,3453.0868902439024,2025
15,1464.1496598639455,1064,1443.3353571428572,1525.4237288135594,2025
16,1531.4086021505375,2791,1480.5882352941176,2070.779941754641,2025
17,2964.9122807017543,4459,2716.5961199294534,4041.6666666666665,2025
18,1339.2857142857142,2313,1263.157894736842,1811.6554054054054,2025
19,1603.1746031746031,1363,1488.6363636363635,1910.469107551487,2025
21,2456.1951754385964,3016,2149.766355140187,2679.529616724739,2025
22,2120.0,4737,2041.0958904109589,2545.988466757123,2025
23,1041.6666666666667,1063,962.3868778280544,1406.25,2025
24,1792.4528301886792,2831,1750.0,2132.3529411764707,2025
25,2169.1176470588234,2885,2047.244094488189,2286.9503546099295,2025
26,2386.038961038961,3566,2500.0,2132.7034001214324,2025
27,1987.0689655172407,4899,1966.6666666666667,2098.6111111111113,2025
28,1939.423076923077,2463,1846.9899665551839,2290.4651162790697,2025
29,2196.3367234744364,5176,2147.368421052632,2320.89552238806,2025
2A,4273.48902027027,1076,4935.390942028986,3930.9159212880145,2025
2B,3327.8688524590166,1059,3347.7962962962965,3321.428571428572,2025
30,2628.1746031746034,5344,2619.8347107438017,2645.0,2025
31,2857.1428571428573,7893,2682.584269662921,3018.1372549019607,2025
32,1729.9679487179487,1342,1697.021246052254,1808.402777777778,2025
33,3333.333333333333,10227,3013.5,3708.8687134502925,2025
34,3333.333333333333,8703,3019.607843137255,3547.5,2025
35,2820.5128205128203,5911,2459.6774193548385,3405.3166069295103,2025
36,1198.4848484848485,1386,1134.1463414634147,1827.4193548387093,2025
37,2377.777777777778,3930,2173.913043478261,2777.777777777778,2025
38,2688.8888888888887,6611,2794.1176470588234,2594.6381657511347,2025
39,1745.6349206349205,1596,1698.2629529799342,1823.926868044515,2025
40,2793.103448275862,3387,2638.957055214724,3379.189189189189,2025
41,1656.6964285714284,1924,1576.159793814433,1909.3707250341995,2025
42,1813.3333333333333,4325,2106.333333333333,1533.9080459770116,2025
43,1658.0310880829015,1376,1616.071428571429,1752.9761904761904,2025
44,3097.222222222222,8183,2881.8544366899305,3428.5714285714284,2025
45,1950.0,3533,1817.1367521367524,2352.9411764705883,2025
46,1822.2222222222224,1661,1776.595744680851,2195.4270923209665,2025
47,1685.388845247447,2688,1666.6666666666667,1785.7142857142858,2025
48,1621.6216216216217,483,1567.0116318850496,2180.0,2025
49,2280.7017543859647,3853,2085.9375,3016.00102406554,2025
50,1938.137755102041,3968,1866.196060037523,2771.5579710144925,2025
51,2125.492125984252,2840,1875.0,2566.6666666666665,2025
52,1172.8395061728395,878,1032.5,1505.3763440860216,2025
53,1667.857142857143,1881,1526.388888888889,2297.297297297297,2025
54,2020.1423936553715,3878,1897.2411850236276,2194.84126984127,2025
55,1201.169590643275,1002,1084.3373493975903,1701.1494252873565,2025
56,2730.103740079365,6100,2454.1634835752484,3518.356164383562,2025
58,1154.4117647058824,1691,1086.41975308642,1316.2280701754387,2025
59,2225.8064516129034,14437,1936.5384615384608,3232.942266131522,2025
60,2230.364963503649,4611,2196.969696969697,2404.1754018169113,2025
61,1491.656746031746,2128,1458.3333333333333,1956.5217391304348,2025
62,1851.239669421488,6685,1739.1304347826087,2890.0,2025
63,2084.526923076923,4284,1855.25,2329.87012987013,2025
64,3008.75,4627,2524.2718446601943,3690.416141235814,2025
65,1890.2439024390244,2111,1766.6666666666667,2142.8931451612902,2025
66,2633.908045977011,5042,2601.764705882353,2692.3076923076924,2025
69,3647.058823529412,9285,3636.363636363637,3653.3333333333335,2025
70,1350.0,1426,1328.4615384615386,1438.3139909735655,2025
71,1631.2021072796933,3880,1581.9725738396623,1750.0,2025
72,1666.6666666666667,3302,1618.8763275094211,1950.9456264775413,2025
73,3684.2351701294792,3792,3322.6366674624014,3836.150992626205,2025
74,4568.96551724138,5407,4628.865909705326,4512.658227848101,2025
75,9444.444444444443,10243,10521.270744428639,9444.444444444443,2025
76,2203.703703703704,8203,2093.75,2500.0,2025
77,3071.428571428572,6957,2920.0,3355.555555555556,2025
78,3843.2233146067415,6468,3709.4898724681175,3967.2043010752686,2025
79,1477.2727272727273,2341,1426.749723145072,1951.219512195122,2025
80,1900.0,3421,1702.127659574468,3060.810810810811,2025
81,1862.8512396694207,1875,1798.621794871795,2205.8823529411766,2025
82,1923.809523809524,1811,1835.144927536232,2145.454545454545,2025
83,4100.0,11416,4157.894736842105,4026.6666666666665,2025
84,2857.1428571428573,3674,3000.0,2621.294681778553,2025
85,2486.964285714286,5718,2355.140186915888,3555.555555555556,2025
86,1672.4137931034484,2475,1535.9404919723083,2434.3478260869565,2025
87,1596.774193548387,2565,1521.978021978022,1734.0136054421769,2025
88,1600.0,2451,1474.884405212274,1951.117647058824,2025
89,1509.4880057286073,1818,1467.3758865248228,1748.134328358209,2025
90,1687.9023883696782,762,1728.3950617283951,1637.8539493293592,2025
91,3186.813186813187,4749,3345.3891432308696,3000.0,2025
92,6522.017236795463,6924,7340.136054421769,6410.196386946387,2025
93,3964.285714285714,4898,3881.2544045102186,4000.0,2025
94,4864.635822262941,5364,4994.354838709677,4845.679012345679,2025
95,3400.0,4297,3499.2444444444445,3258.909185262065,2025
971,3053.921568627451,453,2786.88524590164,3278.5560344827586,2025
972,3044.1176470588234,669,2788.95678742907,3214.285714285714,2025
973,5348.215396095013,636,7662.947739283617,3244.565217391304,2025
974,2894.736842105264,2302,2859.18449197861,2916.6666666666665,2025
